Prod_id,Prod_name,Prod_price,Prod_size,Prod_stock,Prod_brand,Prod_Model,Prod_Desc
655059,Milk in My Coffee,8.39,,Available,,,"Jordan Green, a successful African American professional living in New York City, embarks on a relationship with Kimberly, a white artist, a situation that forces him to confront issues hidden within himself while coping with disapproving family and friends"
2640152,Chronicle Books Grilled Cheese,16.95,-62135769600000,Not available,,,Chronicle Books Grilled Cheese
3185689,"Las Artes Culinarias Perdidas: Guia Para Preparar Vinagre, Adobar Olivas, Obtener Queso Fresco de Cabra y Mostazas Sencillas, Hornear Pan y Cultivar",13.32,,Not available,,,
4029687,CLOSER [MILK INC.],14.880000114440918,,Not available,,,CLOSER [MILK INC.]
10290869,Tone® Nourishing Mango Splash™ Cocoa Butter & Papaya Bath Bars 6-4.25 oz. Soap Bars,4.97,6,Not available,Tone,102142,"&lt;p&gt;A mango is juicy and sweet--just like you! That's why this delicious fragrance has been paired with the lusciousness of cocoa butter to make it even more delectable. So escape into the creamy, sweet lather of Tone Mango Splash Cocoa Butter Soap.&lt;/p&gt;"
10291054,"Land O'Lakes, 80% Vegetable Oil Margarine, 1 lb",,16 oz,Not available,Land O'Lakes,14000,
10291055,"Land O'Lakes Light Butter with Canola Oil, 8 oz",,8 oz,Not available,Land O'Lakes,15116,
10291056,LAND O LAKES® Spreadable Butter with Canola Oil 15 oz. Tub,,15 oz,Not available,Land O'Lakes,15119,"&lt;p&gt;Made with only three simple ingredients: sweet cream, canola oil and salt, Land O Lakes Spreadable Butter with Canola Oil Gives you the fresh butter taste you love. It is spreadable right out of the refrigerator.&lt;/p&gt;"
10291057,LAND O LAKES® Spreadable Butter with Canola Oil 8 oz. Tub,,8 oz,Not available,Land O'Lakes,15129,
10291058,"Land O'Lakes Salted Butter Sticks, 1 lb, 4 ct",,1 lbs,Not available,LAND O LAKES®,15136,&lt;p&gt;The fresh sweet cream in Land O'Lakes Sweet Cream Salted Sweet Butter Sticks comes from the farm families of Land O Lakes. Only Land O Lakes Butter has the FlavorProtect wrapper to keep other flavors out and the fresh taste you love in.&lt;/p&gt;
10291059,"Land O'Lakes Unsalted Butter Sticks, 1 lb, 4 ct",,1 lbs,Not available,Land O'Lakes,15150,"&lt;p&gt;The fresh sweet cream in Land O'Lakes Sweet Cream Unsalted Sweet Butter Sticks comes from the farm families of Land O Lakes to bring out the real, natural flavor of your foods. Only Land O Lakes Butter has the FlavorProtect wrapper to keep other flavors out and the fresh taste you love in.&lt;/p&gt;"
10291060,Land O'Lakes Sweet Cream Sticks 4 ct Butter,,1 lbs,Not available,Land O'Lakes,15164,&lt;p&gt;The fresh sweet cream in Land O'Lakes Salted Butter comes from the farm families of Land O Lakes. Only Land O Lakes Butter has the FlavorProtect Wrapper to keep other flavors out and the fresh taste you love in.&lt;/p&gt;
10291061,"Land O'Lakes Salted Whipped Butter, 8 oz",,8 oz,Not available,Land O'Lakes,19410,
10291066,"Land O'Lakes Swiss Cheese Slices, 8 ct",,6 oz,Not available,Land O'Lakes,44618,
10291067,"Land O Lakes Deli Muenster Slices Deli Cheese, 8 oz",,8 oz,Not available,Land O'Lakes,44658,
10291068,"Land O Lakes Provolone Premium Deli Cheese, 10 count, 8 oz",,8 oz,Not available,Land O'Lakes,44700,
10291069,"LAND O LAKES® Co-Jack Colby Jack Natural Cheese, 3/4 oz, 10 count",,7.5 oz,Not available,Land O'Lakes,44815,&lt;p&gt;80 calories per serving&lt;/p&gt;
10291070,"Land O'Lakes Snack'n Cheese To-Go Mild Cheddar Cheese Bars, 0.75 oz, 10 ct",,3/4 oz each,Not available,Land O'Lakes,44830,&lt;p&gt;80 calories per serving&lt;/p&gt;
10291071,Land O Lakes® Premium Deli Pepper Jack Cheese 8 oz. Pack,,1/2 lb net weight,Not available,Land O'Lakes,44953,
10291072,"Land O'Lakes Premium American Yellow Cheese Slices, 72 count, 3 lbs",,3 lbs,Not available,Land O'Lakes,46571,
10291110,"Land O Lakes Fat Free Half & Half, 1 Pt",,1 pt,Not available,Land O'Lakes,63211,
10291111,"Land O Lakes Dairy Ease 100% Lactose Free Reduced Fat Milk, 0.5 gal",,,Not available,Land O'Lakes,DEANSS000034316,"&lt;p&gt;Everything you love...nothing you don'T. Savor the fresh, creamy flavor of real dairy milk that's easy to digest. Dairy ease is 100% real milk And 100% lactose-free, so you can enjoy milk again! Every delicious sip provides important nutrients for your healthy lifestyle. Each serving of dairy ease milk contains: -30% of recommended daily calcium, -vitamins d, a And b12, -essential nutrients: potassium, phosphorus, niacin, And riboflavin, -8 grams of protein. Trust dairy ease to deliver 100% lactose- free milk with the simple goodness And quality you expect from the land o lakes brand. The land o lakes brandmark is owned by land o'lakes, inc., And is used by license. Distributed by white wave foods, broomfield, colorado 80021. made in USA. Mfd. By plant number stamped above. Questions or comments? Call 1-800-878-9762 or visit www.dairyease.com.&lt;/p&gt;"
10291112,"Land O Lakes Dairy Ease 100% Lactose Free Fat Free Milk, 0.5 gal",,,Not available,Land O'Lakes,DEANSS000034315,"&lt;p&gt;Everything you love...nothing you don'T. Savor the fresh, creamy flavor of real dairy milk that's easy to digest. Dairy ease is 100% real milk And 100% lactose-free, so you can enjoy milk again! Every delicious sip provides important nutrients for your healthy lifestyle. Each serving of dairy ease milk contains: -30% of recommended daily calcium, -vitamins d, a And b12, -essential nutrients: potassium, phosphorus, niacin, And riboflavin, -8 grams of protein. Trust dairy ease to deliver 100% lactose- free milk with the simple goodness And quality you expect from the land o lakes brand. The land o lakes brandmark is owned by land o'lakes, inc., And is used by license. Distributed by white wave foods, broomfield, colorado 80021. made in USA. Mfd. By plant number stamped above. Questions or comments? Call 1-800-878-9762 or visit www.dairyease.com.&lt;/p&gt;"
10291166,Brand Dannon® Classic All Natural Blended Nonfat Yogurt Plain 6oz Single Serve,17.34,6 oz,Available,,,Plain
10291168,"Dannon Vanilla All Natural Lowfat Yogurt, 32 oz",,32 oz,Not available,Dannon,00210,
10291169,"Dannon Plain All Natural Nonfat Yogurt, 32 oz",,32 oz,Not available,All Natural,00251,
10291170,"Dannon Light & Fit Vanilla Nonfat Light & Fit Yogurt, 32 oz",,32 oz,Not available,Light & Fit,00260,"&lt;p&gt;Dannon Light &amp; Fit Vanilla Nonfat Yogurt is a great way to help you in your weight management journey. Enjoy this fresh, creamy, yet wonderfully light nonfat yogurt.&lt;/p&gt;"
10291171,"Dannon Plain All Natural Whole Milk Yogurt, 32 oz",,32 oz,Not available,Dannon,3663200282,
10291174,Dannon® Light & Fit® Carb & Sugar Control Nonfat Yogurt Vanilla 4oz 4 pack,2.58,4 ct,Not available,Light & Fit,00427,"&lt;p&gt;Make every carb count. Dannon Light &amp; Fit Carb &amp; Sugar Control is the perfect dairy snack when watching your carb and sugar intake. Each four-ounce serving is rich and creamy with 85% less sugar than regular lowfat yogurt. It's made with active yogurt cultures, and is a good source of calcium.&lt;/p&gt;"
10291186,Musselman's® Apple Butter 17 oz. Jar,2.72,17 oz,Available,Musselman's,FCABR1000MUS46,
10291217,"DanActive Strawberry Probiotic Dairy Drinks, 3.1 fl oz, 8 ct",,3.1 oz each,Not available,DanActive,02515,&lt;p&gt;About 70% of your immune system is in your digestive tract. This is where a Dannon DanActive Strawberry Probiotic Dairy Drink goes to work with exclusive l. Casei immunitas cultures. It's clinically proven to help strengthen your body's defenses.&lt;/p&gt;
10291218,"DanActive Vanilla Probiotic Dairy Drinks, 3.1 fl oz, 8 ct",,3.1 oz each,Not available,DanActive,02516,&lt;p&gt;About 70% of your immune system is in your digestive tract. This is where Dannon DanActive Vanilla Probiotic Dairy Drinks go to work with exclusive l. casei immunitas cultures.&lt;/p&gt;
10291219,"Activia Strawberry Lowfat Yogurt, 4 PK",,4 oz,Not available,Activia,02600,"&lt;p&gt;Dannon Activia Strawberry Lowfat Yogurt is designed to taste good and helps you feel good inside by helping regulate your digestive system. And with a wide variety of textures and flavors, you'll be sure to find an Activia that delectably suits your taste.&lt;/p&gt;"
10291220,"Activia Vanilla Lowfat Yogurt, 4 PK",,4 ct,Not available,Activia,02601,"&lt;p&gt;Dannon Activia Vanilla Lowfat Yogurt is designed to taste good and help you feel good inside by helping regulate your digestive system. And with a wide variety of textures and flavors, you'll be sure to find an Activia that delectably suits your taste.&lt;/p&gt;"
10291221,"Activia Blueberry Lowfat Yogurt, 4 PK",,4 ct,Not available,Activia,02602,&lt;p&gt;Dannon Activia is a delicious way to help naturally regulate your digestive system. It is clinically proven to be effective in two weeks when eaten daily.&lt;/p&gt;
10291222,"Activia Prune Lowfat Yogurt, 4 ct",,4 ct,Not available,Activia,02603,"&lt;p&gt;Dannon Activia Prune Lowfat Yogurt is a delicious way to help naturally regulate your digestive system. It's clinically proven to be effective in two weeks when eaten daily. Dannon Activia Prune Lowfat Yogurt contains a unique culture--bifidus regularis--that's exclusive to Dannon. It's a smooth, blended lowfat yogurt with fruit pieces everyone can enjoy.&lt;/p&gt;"
10291223,"Activia Peach Lowfat Yogurt, 4ct",,4 oz each,Not available,Activia,02604,"&lt;p&gt;Dannon Activia Peach Lowfat Yogurt is designed to taste good and helps you feel good inside by helping regulate your digestive system. And with a wide variety of textures and flavors, you'll be sure to find an Activia that delectably suits your taste.&lt;/p&gt;"
10291271,"Activia Mixed Berry 4 oz Activia Lowfat Yogurt, 4 ct",,4,Not available,Activia,02607,"Enrich your day with a delicious, creamy Activia lowfat yogurt, now with non-GMO ingredients.* Infused with the fresh taste of berries and with billions of probiotics in every cupa great way to start every day."
